,userId,movieId,rating,timestamp
73397,510,302,4.0,829352433
73395,510,268,5.0,829352433
73394,510,266,5.0,829352433
73383,510,129,4.0,829352433
73387,510,207,3.0,829352433
73384,510,170,1.0,829352433
73375,510,30,4.0,829352433
73389,510,218,5.0,829352433
73398,510,307,5.0,829352433
73385,510,196,4.0,829352433
73393,510,263,4.0,829352433
73396,510,284,5.0,829352433
73392,510,258,3.0,829352433
77422,535,196,5.0,829471719
77398,535,132,4.0,829471719
77479,535,381,2.0,829471719
77397,535,129,5.0,829471719
77470,535,314,4.0,829471719
77476,535,370,3.0,829471719
77383,535,18,2.0,829471719
77488,535,521,5.0,829471719
77394,535,110,3.0,829471719
77475,535,366,3.0,829471719
77385,535,22,4.0,829471719
77420,535,190,3.0,829471719
77400,535,137,4.0,829471719
77490,535,524,3.0,829471719
77477,535,377,4.0,829471719
77393,535,100,5.0,829471719
77399,535,133,2.0,829471719
77421,535,195,5.0,829471719
77469,535,309,5.0,829471719
77478,535,380,4.0,829471719
77396,535,123,5.0,829471719
77386,535,32,5.0,829471719
77491,535,527,5.0,829471719
77426,535,203,4.0,829471720
77403,535,140,5.0,829471720
77391,535,53,5.0,829471720
77431,535,209,4.0,829471720
77423,535,197,5.0,829471720
77387,535,37,5.0,829471720
77434,535,220,2.0,829471720
77392,535,56,4.0,829471720
77401,535,138,5.0,829471720
77402,535,139,3.0,829471720
77430,535,208,4.0,829471720
77442,535,233,5.0,829471720
77428,535,206,3.0,829471720
77405,535,144,5.0,829471720
77443,535,238,3.0,829471720
77481,535,384,2.0,829471720
77441,535,232,5.0,829471720
77384,535,21,5.0,829471720
77482,535,393,1.0,829471720
77429,535,207,5.0,829471720
77432,535,213,5.0,829471720
77489,535,523,5.0,829471720
77440,535,231,4.0,829471720
77472,535,317,3.0,829471720
77433,535,218,5.0,829471720
77437,535,225,4.0,829471720
77439,535,229,4.0,829471720
77480,535,383,4.0,829471720
77471,535,316,4.0,829471720
77438,535,228,2.0,829471720
77435,535,222,4.0,829471720
77395,535,118,3.0,829471720
77427,535,205,5.0,829471720
77404,535,142,5.0,829471720
77484,535,416,2.0,829471720
77425,535,202,5.0,829471720
77424,535,198,4.0,829471720
77436,535,224,2.0,829471720
77450,535,258,2.0,829471721
77457,535,268,4.0,829471721
77459,535,273,3.0,829471721
77409,535,160,1.0,829471721
77410,535,163,4.0,829471721
77448,535,250,3.0,829471721
77462,535,283,4.0,829471721
77407,535,157,5.0,829471721
77452,535,261,3.0,829471721
77412,535,166,2.0,829471721
77389,535,45,4.0,829471721
77447,535,249,5.0,829471721
77449,535,253,4.0,829471721
77463,535,284,5.0,829471721
77446,535,248,3.0,829471721
77464,535,285,3.0,829471721
77458,535,271,3.0,829471721
77456,535,266,5.0,829471721
77453,535,263,4.0,829471721
77445,535,245,3.0,829471721
77444,535,242,4.0,829471721
77411,535,164,3.0,829471721
77406,535,156,5.0,829471721
77454,535,264,4.0,829471721
77455,535,265,3.0,829471721
77451,535,259,3.0,829471721
77408,535,159,4.0,829471721
77468,535,305,3.0,829471722
77417,535,174,5.0,829471722
77419,535,182,4.0,829471722
77461,535,282,4.0,829471722
77485,535,496,5.0,829471722
77467,535,304,4.0,829471722
77483,535,401,5.0,829471722
77473,535,344,4.0,829471722
77460,535,281,4.0,829471722
77416,535,173,4.0,829471722
77415,535,172,4.0,829471722
77465,535,298,4.0,829471722
77390,535,48,5.0,829471722
77418,535,180,4.0,829471722
77414,535,171,4.0,829471722
77474,535,345,4.0,829471722
77413,535,170,3.0,829471722
77486,535,497,3.0,829471722
77487,535,498,5.0,829471722
77466,535,302,5.0,829471722
77388,535,43,3.0,829471925
54478,388,87,5.0,829491839
54470,388,4,4.0,829491839
54480,388,119,4.0,829491839
54477,388,69,4.0,829491839
54469,388,1,4.0,829491840
54476,388,58,4.0,829491840
54471,388,9,4.0,829491840
54515,388,381,3.0,829492315
54475,388,51,4.0,829492315
54472,388,18,1.0,829492315
54517,388,521,4.0,829492315
54516,388,383,5.0,829492315
54474,388,22,2.0,829492315
54479,388,100,5.0,829492315
54512,388,314,4.0,829492315
54511,388,309,2.0,829492315
54483,388,132,3.0,829492315
54481,388,129,4.0,829492315
54519,388,527,4.0,829492315
54510,388,304,3.0,829492316
54514,388,345,2.0,829492316
54504,388,246,3.0,829492316
54489,388,152,2.0,829492316
54505,388,248,3.0,829492316
54482,388,130,4.0,829492316
54502,388,228,3.0,829492316
54507,388,282,4.0,829492316
54497,388,209,3.0,829492316
54491,388,180,3.0,829492316
54493,388,184,4.0,829492316
54518,388,523,5.0,829492316
54495,388,203,1.0,829492316
54508,388,284,5.0,829492316
54492,388,183,4.0,829492316
54499,388,220,4.0,829492316
54509,388,298,5.0,829492316
54488,388,151,3.0,829492316
54501,388,225,2.0,829492316
54498,388,210,3.0,829492316
54500,388,224,4.0,829492316
54487,388,147,4.0,829492316
54506,388,262,4.0,829492316
54513,388,344,5.0,829492316
54486,388,142,1.0,829492316
54494,388,198,2.0,829492316
54485,388,140,4.0,829492316
54496,388,208,3.0,829492316
54484,388,139,3.0,829492316
54503,388,238,4.0,829495183
54473,388,21,3.0,829495183
54490,388,163,4.0,829495183
65310,463,58,5.0,829911793
65311,463,87,5.0,829911793
65337,463,537,4.0,829911793
65308,463,9,5.0,829911793
65334,463,521,5.0,829912557
65330,463,314,4.0,829912557
65329,463,309,3.0,829912557
65312,463,132,5.0,829912557
65320,463,195,5.0,829912557
65336,463,527,5.0,829912557
65332,463,361,4.0,829912557
65313,463,137,4.0,829912557
65335,463,524,4.0,829912557
65333,463,383,4.0,829912557
65315,463,144,4.0,829912558
65309,463,37,5.0,829912558
65321,463,208,4.0,829912558
65322,463,228,4.0,829912558
65325,463,234,5.0,829912558
65323,463,229,5.0,829912558
65316,463,152,2.0,829912558
65327,463,283,2.0,829912558
65319,463,180,4.0,829912558
65324,463,232,5.0,829912558
65326,463,266,5.0,829912558
65314,463,142,4.0,829912558
65317,463,173,3.0,829912558
65328,463,304,5.0,829912558
65331,463,344,4.0,829912558
65318,463,174,4.0,829912558
31246,223,9,3.0,830633216
31257,223,34,5.0,830633234
31266,223,86,4.0,830633251
31271,223,113,4.0,830633279
56951,408,425,4.0,831090605
56946,408,314,3.0,831090605
56914,408,44,4.0,831090605
56905,408,14,1.0,831090605
56908,408,21,1.0,831090605
56912,408,32,5.0,831090605
56950,408,383,4.0,831090605
56925,408,187,5.0,831090605
56923,408,171,5.0,831090605
60352,436,523,4.0,831691372
60337,436,129,5.0,831691372
60353,436,524,3.0,831691372
60347,436,344,4.0,831691373
60343,436,266,5.0,831691373
60351,436,521,4.0,831691414
60354,436,527,5.0,831691445
60344,436,294,3.0,831691462
60339,436,184,1.0,831691477
60342,436,218,4.0,831691596
60336,436,46,3.0,831691596
60338,436,142,3.0,831691989
60340,436,204,5.0,831692018
60349,436,406,4.0,831692127
60348,436,389,3.0,831692227
60350,436,494,4.0,831692252
60345,436,326,3.0,831692363
60346,436,328,5.0,831692485
60355,436,537,3.0,831693571
60358,436,600,3.0,831693571
60357,436,567,3.0,831693571
60341,436,211,2.0,831693584
60356,436,543,3.0,831693610
60335,436,0,4.0,831693610
77802,537,129,4.0,831835552
77812,537,266,3.0,831835552
77822,537,524,3.0,831835552
77821,537,523,4.0,831835552
77818,537,344,2.0,831835552
77820,537,521,4.0,831835577
77815,537,284,5.0,831835577
77803,537,132,3.0,831835577
77805,537,144,3.0,831835647
77817,537,294,2.0,831835647
77814,537,282,2.0,831835647
77823,537,527,3.0,831835647
77799,537,0,5.0,831835670
77810,537,225,3.0,831835696
77813,537,268,5.0,831835696
77808,537,184,3.0,831835696
77806,537,163,3.0,831835696
77800,537,100,4.0,831835741
77811,537,258,3.0,831835741
77804,537,142,3.0,831835835
77819,537,455,5.0,831835835
77809,537,218,5.0,831835856
77801,537,101,5.0,831835877
77816,537,285,5.0,831835877
77807,537,183,3.0,831835877
93131,618,524,3.0,831921736
93130,618,523,4.0,831921736
93116,618,266,5.0,831921736
93124,618,344,4.0,831921736
93095,618,129,5.0,831921736
93129,618,521,5.0,831921795
93096,618,132,2.0,831921795
93123,618,314,4.0,831921795
93120,618,284,5.0,831921795
93099,618,144,3.0,831921829
93132,618,527,3.0,831921829
93121,618,294,3.0,831921829
93119,618,282,3.0,831921829
93127,618,383,3.0,831921853
93098,618,140,4.0,831921853
93117,618,268,3.0,831921878
93106,618,184,3.0,831921879
93103,618,163,4.0,831921879
93111,618,225,3.0,831921879
93107,618,198,2.0,831921914
93125,618,361,2.0,831921914
93090,618,20,3.0,831921914
93114,618,258,3.0,831921914
93092,618,45,4.0,831923570
93097,618,139,3.0,831923679
93094,618,101,5.0,831923679
93126,618,381,3.0,831923679
93093,618,48,5.0,831923679
93110,618,224,3.0,831923750
93118,618,281,1.0,831923750
93122,618,302,5.0,831923790
93128,618,496,4.0,831923790
93104,618,173,4.0,831923824
93102,618,152,2.0,831923824
93100,618,147,5.0,831923847
93105,618,180,3.0,831923847
93101,618,151,3.0,831923875
93115,618,263,4.0,831923875
93091,618,30,3.0,831923897
93109,618,218,5.0,831923897
93112,618,228,3.0,831923897
93113,618,248,3.0,831923927
93108,618,209,4.0,831923927
81565,554,524,3.0,832090964
81564,554,523,3.0,832090964
81550,554,344,3.0,832090964
81534,554,266,4.0,832090964
81545,554,309,3.0,832090980
81541,554,284,5.0,832091005
81535,554,268,3.0,832091040
81530,554,225,3.0,832091040
81525,554,198,3.0,832091059
81512,554,48,4.0,832091086
81543,554,302,2.0,832091115
81520,554,130,3.0,832091115
81523,554,173,3.0,832091132
81546,554,313,3.0,832091194
81532,554,244,4.0,832091194
81566,554,525,3.0,832091247
81555,554,455,4.0,832091435
81511,554,43,3.0,832091435
81528,554,219,3.0,832091461
81529,554,221,2.0,832091461
81521,554,133,4.0,832096969
81556,554,461,4.0,832097049
81526,554,204,3.0,832097072
81542,554,294,3.0,832097219
81539,554,276,5.0,832097395
81538,554,275,4.0,832097396
7345,46,129,4.0,832228796
7358,46,266,4.0,832228796
7372,46,524,3.0,832228796
7365,46,344,4.0,832228796
7364,46,314,4.0,832228859
7349,46,144,4.0,832228859
7346,46,132,4.0,832228859
7371,46,521,4.0,832228859
7363,46,309,3.0,832228859
7361,46,282,5.0,832228906
7362,46,294,4.0,832228906
7374,46,527,3.0,832228906
7352,46,203,3.0,832228906
7337,46,0,5.0,832228931
7368,46,383,4.0,832228931
7339,46,9,4.0,832228931
7348,46,140,5.0,832228931
7354,46,225,3.0,832228958
7359,46,268,3.0,832228958
7351,46,184,3.0,832228958
7357,46,262,5.0,832228958
7366,46,361,3.0,832228979
7344,46,100,5.0,832228979
7356,46,258,4.0,832228979
7340,46,31,4.0,832229007
7355,46,238,3.0,832229007
7347,46,139,3.0,832229039
7342,46,48,4.0,832229039
7341,46,37,3.0,832229039
7353,46,208,4.0,832229068
7360,46,281,4.0,832229068
7367,46,370,3.0,832229068
7343,46,87,3.0,832229161
7350,46,152,5.0,832229561
7338,46,1,5.0,832229657
7370,46,406,5.0,832229879
7373,46,525,5.0,832229879
7369,46,391,3.0,832229985
96045,638,10,4.0,832450629
96099,638,617,3.0,832450630
96046,638,23,3.0,832450630
96096,638,524,2.0,832450890
96095,638,523,4.0,832450891
96053,638,129,4.0,832450891
96077,638,284,5.0,832450891
96065,638,198,4.0,832450943
96078,638,294,3.0,832450943
96073,638,262,3.0,832450943
96076,638,268,4.0,832450943
96051,638,100,4.0,832450943
96050,638,45,3.0,832450970
96052,638,101,5.0,832450970
96054,638,130,4.0,832451002
96071,638,254,4.0,832451003
96047,638,30,3.0,832451040
96069,638,249,4.0,832451070
96061,638,170,3.0,832451071
96067,638,218,5.0,832451071
96085,638,345,3.0,832451093
96090,638,403,3.0,832451121
96070,638,252,4.0,832451121
96058,638,149,3.0,832451150
96087,638,377,3.0,832451150
61148,446,129,4.0,832492563
61212,446,524,3.0,832492563
61197,446,344,4.0,832492563
61183,446,266,3.0,832492563
61211,446,523,4.0,832492563
61210,446,521,3.0,832492610
61154,446,144,3.0,832492610
61193,446,309,3.0,832492610
61150,446,132,3.0,832492610
61195,446,314,3.0,832492610
61188,446,294,3.0,832492644
61166,446,203,3.0,832492644
61187,446,284,4.0,832492644
61214,446,527,3.0,832492644
61129,446,0,3.0,832492847
61153,446,140,4.0,832492847
61203,446,383,3.0,832492847
61132,446,9,3.0,832492847
61191,446,304,3.0,832492847
61158,446,163,3.0,832492879
61160,446,184,4.0,832492879
61184,446,268,3.0,832492879
61172,446,225,2.0,832492879
61145,446,100,5.0,832492911
61136,446,20,3.0,832492911
61165,446,198,3.0,832492911
61181,446,258,2.0,832492911
61199,446,361,3.0,832492911
61176,446,238,3.0,832492936
61138,446,32,3.0,832492936
61186,446,283,3.0,832492936
61201,446,370,2.0,832492963
61135,446,18,3.0,832492963
61152,446,139,3.0,832492963
61140,446,37,3.0,832492963
61202,446,381,2.0,832492988
61146,446,101,3.0,832492988
61180,446,254,4.0,832492988
61204,446,384,3.0,832492988
61185,446,281,3.0,832492988
61157,446,152,2.0,832493012
61169,446,208,3.0,832493012
61190,446,302,3.0,832493012
61149,446,130,3.0,832493012
61133,446,10,3.0,832493040
61208,446,496,3.0,832493040
61134,446,16,3.0,832493040
61175,446,237,3.0,832493063
61168,446,207,2.0,832493063
61147,446,122,4.0,832493063
61159,446,164,3.0,832493063
61174,446,233,3.0,832493063
61182,446,263,3.0,832493085
61155,446,147,3.0,832493085
61156,446,151,2.0,832493085
61151,446,137,3.0,832493085
61144,446,97,4.0,832493108
61173,446,228,3.0,832493108
61164,446,197,3.0,832493108
61130,446,1,3.0,832493108
61189,446,298,3.0,832493108
61209,446,498,3.0,832493132
61213,446,525,4.0,832493132
61143,446,58,5.0,832493132
61206,446,406,3.0,832493132
61139,446,34,4.0,832493175
61137,446,24,4.0,832493175
61141,446,46,3.0,832493175
61177,446,244,3.0,832493206
61170,446,209,3.0,832493206
61171,446,218,2.0,832493207
61178,446,248,2.0,832493207
61179,446,249,3.0,832493230
61131,446,5,3.0,832493230
61194,446,313,3.0,832493230
61162,446,192,3.0,832493257
61215,446,535,4.0,832493280
61198,446,345,3.0,832493280
61163,446,195,3.0,832493280
61192,446,307,3.0,832493335
61167,446,206,1.0,832493335
61196,446,328,3.0,832493335
61161,446,190,1.0,832493335
61205,446,403,4.0,832493411
61200,446,363,1.0,832493411
61142,446,56,3.0,832493413
61207,446,425,2.0,832493451
6813,38,344,5.0,832523013
6782,38,129,4.0,832523013
6821,38,524,3.0,832523013
6820,38,523,3.0,832523013
6802,38,266,5.0,832523013
6819,38,521,3.0,832523045
6810,38,309,4.0,832523045
6783,38,132,3.0,832523045
6786,38,144,5.0,832523045
6796,38,203,4.0,832523082
6804,38,282,4.0,832523082
6823,38,527,3.0,832523082
6769,38,9,5.0,832523129
6815,38,383,4.0,832523129
6797,38,225,4.0,832523151
6811,38,318,5.0,832523201
6777,38,65,5.0,832523201
6793,38,174,5.0,832523229
6805,38,293,5.0,832523229
6774,38,45,4.0,832523229
6801,38,263,4.0,832523276
6795,38,196,4.0,832523276
6791,38,159,5.0,832523276
6776,38,64,3.0,832523276
6808,38,298,3.0,832523307
6775,38,48,3.0,832523307
6800,38,258,4.0,832523339
6784,38,139,3.0,832523339
6822,38,525,3.0,832523340
6798,38,245,3.0,832523340
6772,38,21,4.0,832523361
6825,38,538,5.0,832523386
6807,38,297,3.0,832523386
6806,38,295,2.0,832523386
6790,38,156,4.0,832523386
6814,38,376,3.0,832523386
6812,38,330,3.0,832523411
6824,38,534,4.0,832523411
6779,38,70,3.0,832523411
6792,38,166,2.0,832523411
6799,38,256,4.0,832523436
6794,38,194,4.0,832523478
6780,38,100,5.0,832523550
6816,38,406,4.0,832523550
6768,38,5,4.0,832523607
6781,38,124,3.0,832523738
6787,38,147,3.0,832525093
6817,38,496,4.0,832525093
6770,38,15,5.0,832525129
6809,38,303,3.0,832525157
6773,38,30,3.0,832525157
6803,38,281,4.0,832525157
6818,38,498,4.0,832525157
6788,38,149,3.0,832525181
6785,38,141,5.0,832525181
96093,638,496,2.0,832764038
96089,638,389,4.0,832764103
96081,638,315,3.0,832764136
96092,638,461,4.0,832764230
96063,638,174,2.0,832764230
96075,638,267,4.0,832764308
96083,638,335,4.0,832765045
96049,638,44,3.0,832765088
96060,638,169,3.0,832765146
96068,638,226,3.0,832765321
48747,356,524,4.0,832768402
48746,356,521,5.0,832768573
48739,356,309,4.0,832768573
48731,356,203,4.0,832768596
48737,356,294,3.0,832768597
48748,356,527,5.0,832768597
48728,356,140,4.0,832768614
48721,356,0,5.0,832768614
48733,356,225,5.0,832768626
48741,356,361,3.0,832768651
48723,356,31,5.0,832768675
48722,356,18,4.0,832768689
48742,356,381,3.0,832768700
48734,356,237,5.0,832768729
48726,356,122,3.0,832768749
48727,356,137,3.0,832768749
48730,356,196,4.0,832768792
48724,356,46,4.0,832768792
48735,356,244,4.0,832768808
48736,356,249,3.0,832768831
48740,356,328,5.0,832768831
48743,356,403,4.0,832768870
48729,356,179,4.0,832768899
48738,356,307,5.0,832768914
48725,356,54,5.0,832768932
48744,356,494,5.0,832769003
48732,356,221,5.0,832769004
48745,356,516,5.0,832769126
48750,356,622,5.0,832769127
48749,356,607,5.0,832769127
18587,121,344,1.0,832772925
18596,121,524,3.0,832772925
18577,121,266,1.0,832772925
18595,121,523,3.0,832772925
18565,121,129,3.0,832772925
18594,121,521,3.0,832772977
18585,121,314,3.0,832772977
18568,121,144,2.0,832772980
18566,121,132,3.0,832772980
18584,121,309,1.0,832772980
18579,121,282,4.0,832773017
18597,121,527,3.0,832773017
18571,121,203,1.0,832773017
18580,121,284,4.0,832773017
18581,121,294,3.0,832773017
18560,121,0,3.0,832773057
18588,121,383,3.0,832773057
18561,121,9,3.0,832773057
18567,121,140,3.0,832773057
18582,121,304,3.0,832773057
18572,121,225,3.0,832773092
18570,121,184,1.0,832773092
18569,121,163,2.0,832773092
18578,121,268,3.0,832773092
18576,121,262,3.0,832773092
18574,121,237,3.0,832773202
18583,121,307,1.0,832773202
18589,121,416,3.0,832773202
18562,121,16,3.0,832773202
18575,121,244,4.0,832773202
18564,121,68,4.0,832773302
18592,121,474,4.0,832773302
18591,121,472,3.0,832773302
18590,121,444,4.0,832773302
18593,121,478,5.0,832773302
18573,121,233,3.0,832773358
18586,121,321,3.0,832773358
18598,121,540,3.0,832773358
18599,121,573,3.0,832773358
18563,121,27,3.0,832773358
70334,486,266,4.0,832836228
70405,486,523,5.0,832836228
70292,486,129,4.0,832836228
70359,486,344,3.0,832836228
70406,486,524,4.0,832836228
70343,486,309,3.0,832836250
70293,486,132,3.0,832836250
70344,486,314,4.0,832836250
70297,486,144,3.0,832836250
70404,486,521,4.0,832836250
70338,486,284,3.0,832836275
70316,486,203,3.0,832836275
70337,486,282,4.0,832836276
70409,486,527,4.0,832836276
70339,486,294,4.0,832836276
70341,486,304,4.0,832836302
70296,486,140,4.0,832836302
70267,486,9,4.0,832836302
70322,486,225,3.0,832836330
70308,486,184,3.0,832836330
70302,486,163,3.0,832836330
70335,486,268,4.0,832836330
70331,486,258,3.0,832836352
70287,486,100,5.0,832836352
70277,486,45,4.0,832836352
70313,486,198,3.0,832836352
70361,486,361,2.0,832836352
70274,486,31,4.0,832836378
70275,486,32,3.0,832836378
70326,486,238,5.0,832836378
70364,486,370,3.0,832836405
70270,486,18,3.0,832836405
70276,486,37,4.0,832836405
70295,486,139,3.0,832836405
70279,486,48,5.0,832836405
70407,486,525,4.0,832836425
70375,486,406,5.0,832836449
70317,486,208,3.0,832836449
70268,486,10,4.0,832836467
70284,486,87,5.0,832836467
70321,486,224,3.0,832836467
70325,486,237,4.0,832836492
70269,486,16,5.0,832836492
70303,486,164,3.0,832836492
70266,486,1,4.0,832836515
70289,486,122,5.0,832836515
70324,486,233,5.0,832836515
70333,486,263,4.0,832836515
70294,486,137,3.0,832836541
70312,486,197,3.0,832836541
70298,486,147,3.0,832836541
70340,486,298,4.0,832836558
70273,486,30,5.0,832836558
70400,486,498,3.0,832836558
70278,486,46,3.0,832836572
70304,486,170,3.0,832836590
70351,486,328,5.0,832836590
70373,486,403,4.0,832836590
70318,486,209,4.0,832836610
70314,486,199,4.0,832836610
70329,486,249,5.0,832836610
70352,486,331,3.0,832836632
70328,486,245,4.0,832836632
70315,486,202,4.0,832836661
70271,486,21,5.0,832836661
70310,486,192,4.0,832836661
70311,486,195,5.0,832836683
70360,486,345,4.0,832836683
70306,486,179,3.0,832836683
70370,486,389,4.0,832836683
70290,486,124,4.0,832836701
70368,486,380,4.0,832836701
70323,486,229,4.0,832836717
70330,486,252,5.0,832836717
70309,486,190,3.0,832836717
70307,486,183,4.0,832837206
70345,486,315,4.0,832837206
70320,486,220,3.0,832837258
70346,486,318,3.0,832837294
70305,486,172,4.0,832837311
70401,486,518,4.0,832837343
70288,486,110,3.0,832837343
70332,486,259,4.0,832837343
70347,486,320,3.0,832837374
70417,486,617,5.0,832837374
70377,486,419,4.0,832837388
70399,486,495,3.0,832837436
70286,486,96,3.0,832837436
70356,486,340,3.0,832837516
70383,486,438,3.0,832837536
70299,486,154,4.0,832837551
70367,486,376,3.0,832837571
70354,486,335,4.0,832837571
70342,486,305,4.0,832837747
70327,486,242,4.0,832837747
70291,486,126,4.0,832837759
70365,486,371,4.0,832837781
70415,486,599,4.0,832837805
70283,486,86,3.0,832837830
70301,486,159,3.0,832837830
70363,486,365,4.0,832837844
70300,486,158,3.0,832837916
70280,486,51,3.0,832837960
70398,486,493,3.0,832837960
70412,486,559,3.0,832837975
70281,486,69,4.0,832837995
70336,486,272,4.0,832837995
70285,486,94,3.0,832838036
70319,486,212,3.0,832838156
70414,486,568,3.0,832838245
70349,486,322,4.0,832838265
70348,486,321,4.0,832838265
70272,486,26,3.0,832838282
70369,486,382,3.0,832838294
70380,486,427,4.0,832838322
70392,486,472,5.0,832838377
70416,486,610,4.0,832838377
70357,486,341,4.0,832838393
70386,486,454,5.0,832838416
70393,486,483,4.0,832838464
70385,486,447,5.0,832838464
70378,486,422,5.0,832838492
70282,486,83,3.0,832838523
70384,486,444,5.0,832838523
70411,486,529,4.0,832838539
70353,486,334,3.0,832838557
70389,486,466,3.0,832838592
70403,486,520,4.0,832838603
70402,486,519,4.0,832838619
70376,486,414,3.0,832838674
70362,486,362,3.0,832838746
70379,486,423,5.0,832838764
70355,486,336,3.0,832838789
70350,486,325,3.0,832838789
70408,486,526,4.0,832838789
70374,486,404,4.0,832838819
70391,486,470,5.0,832838839
70394,486,484,3.0,832838854
70390,486,467,3.0,832838880
70395,486,486,4.0,832838916
70396,486,487,4.0,832838916
70382,486,437,4.0,832838916
70388,486,462,3.0,832838931
70381,486,436,4.0,832838947
70413,486,561,5.0,832838947
70397,486,488,4.0,832838989
70371,486,399,4.0,832839025
70387,486,456,4.0,832839025
70358,486,342,4.0,832839039
70410,486,528,4.0,832839068
70366,486,372,4.0,832839099
70372,486,402,4.0,832839129
18553,120,524,4.0,833058354
18531,120,344,4.0,833058355
18552,120,523,4.0,833058355
18494,120,129,4.0,833058355
18515,120,266,5.0,833058355
18526,120,314,4.0,833058390
18495,120,132,3.0,833058390
18550,120,521,4.0,833058390
18498,120,144,3.0,833058390
18522,120,294,4.0,833058414
18520,120,282,3.0,833058414
18555,120,527,4.0,833058414
18521,120,284,5.0,833058414
18482,120,9,3.0,833058428
18523,120,304,3.0,833058428
18496,120,140,4.0,833058428
18508,120,225,3.0,833058442
18516,120,268,4.0,833058442
18480,120,0,4.0,833058442
18485,120,32,5.0,833058465
18488,120,48,5.0,833058475
18532,120,384,3.0,833058489
